Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6263559175,0.010513084,0.0748697,-5.012064,3.5427089,-1.8320258,-0.14267518,23.583702
6263568988,0.009849669,0.07527402,-5.011535,3.5320175,-1.8594947,-0.14449318,23.583702
6263579073,0.009477381,0.075779475,-5.011836,3.512239,-1.8656489,-0.14726478,23.583702
6263589178,0.009769683,0.07576349,-5.012003,3.5093994,-1.8494455,-0.14661238,23.583244
6263599296,0.010302671,0.07600919,-5.011998,3.5098228,-1.8427064,-0.1455689,23.583244
6263609132,0.010523217,0.076327436,-5.0121055,3.4950519,-1.8424982,-0.14516845,23.583244
6263619172,0.010904876,0.0761481,-5.01194,3.4925601,-1.8242209,-0.14610948,23.583244
6263629279,0.011533133,0.075545974,-5.0124464,3.514106,-1.7990664,-0.14494067,23.583244
6263639326,0.01176576,0.075396165,-5.0126,3.5263596,-1.7942027,-0.14289913,23.583244
6263649272,0.011859077,0.07533558,-5.0120735,3.5205617,-1.796315,-0.14405027,23.583244
6263659464,0.012218862,0.07483017,-5.0125937,3.5264657,-1.7800773,-0.14341922,23.583244
6263669403,0.012636014,0.07425491,-5.013377,3.5469947,-1.7691256,-0.14114904,23.583244
6263679520,0.012434982,0.074252225,-5.013487,3.5512407,-1.7827756,-0.13923496,23.583244
6263689674,0.012003461,0.074267596,-5.0131187,3.5479448,-1.7957417,-0.14260511,23.581768
6263699492,0.011879794,0.07339767,-5.01252,3.5667899,-1.7889154,-0.14156686,23.581768
6263709595,0.011835658,0.0729566,-5.013081,3.5951338,-1.7885048,-0.13999721,23.581768
6263719629,0.011381581,0.07331013,-5.013038,3.5923824,-1.8064967,-0.14009166,23.581768
6263729808,0.011044144,0.07369924,-5.012473,3.5709417,-1.8199477,-0.14139329,23.581768
6263739655,0.011014129,0.07383302,-5.01299,3.564655,-1.8152522,-0.14216225,23.581768
6263749730,0.010972879,0.07424916,-5.0132227,3.5569685,-1.8148006,-0.14067887,23.581768
6263759819,0.010685227,0.075270616,-5.0131545,3.524488,-1.8291408,-0.14167921,23.581768
6263769766,0.010348924,0.075853996,-5.012525,3.496868,-1.8318002,-0.14402021,23.581768
6263779872,0.010557657,0.07554434,-5.0121694,3.5058446,-1.8179967,-0.14409387,23.581768
6263789989,0.010838585,0.0755271,-5.012962,3.5156372,-1.8117529,-0.14137784,23.57795
