Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6135254084,0.043080647,-0.1021194,-4.9439473,3.426809,9.025143,0.24083081,23.320063
6135255068,0.042940266,-0.10223475,-4.943933,3.4279904,9.018224,0.24088667,23.320063
6135256090,0.042684738,-0.10232986,-4.943883,3.429228,9.011265,0.2401342,23.320063
6135257124,0.042483047,-0.102387086,-4.944348,3.4310765,9.004346,0.24035257,23.320063
6135258137,0.042263538,-0.10249117,-4.9448123,3.4333906,8.998427,0.23994642,23.320063
6135259120,0.042158786,-0.10263775,-4.9446497,3.436969,8.992153,0.23933342,23.320063
6135260089,0.042013083,-0.10279589,-4.9447536,3.4396362,8.987106,0.23915707,23.320063
6135261098,0.041879423,-0.102943,-4.9450483,3.444191,8.982145,0.23923247,23.320063
6135262105,0.041677464,-0.10309112,-4.9448605,3.4500315,8.978256,0.23896891,23.320063
6135263065,0.04149198,-0.103271976,-4.9448004,3.4542735,8.975216,0.23761949,23.320063
6135264086,0.04149894,-0.10338202,-4.9448495,3.459492,8.972784,0.23716179,23.320063
6135265258,0.04140504,-0.10341865,-4.944759,3.4657536,8.970969,0.23599198,23.320063
6135266175,0.04133219,-0.10347445,-4.9452405,3.4720411,8.970017,0.23509671,23.320063
6135267086,0.04118476,-0.10364753,-4.9452085,3.477662,8.970172,0.23521087,23.320063
6135268108,0.041234277,-0.103699476,-4.945324,3.4830935,8.97072,0.23632093,23.320063
6135269174,0.041209538,-0.103882596,-4.94532,3.487579,8.972301,0.23672168,23.320063
6135270127,0.041195806,-0.10394711,-4.9452753,3.491782,8.973768,0.23615171,23.320063
6135271089,0.041194692,-0.10405625,-4.9449787,3.4965057,8.976217,0.23581488,23.320063
6135272185,0.04107536,-0.1042807,-4.9447165,3.499237,8.980605,0.23554215,23.320063
6135273097,0.041143212,-0.10425759,-4.9445868,3.503057,8.983055,0.23500347,23.320063
6135274085,0.04117391,-0.10441939,-4.9444475,3.505871,8.986491,0.23636125,23.320063
6135275098,0.04126218,-0.10448431,-4.944037,3.5088615,8.989522,0.23579791,23.320063
6135276087,0.041269463,-0.104476385,-4.944133,3.5121627,8.9922495,0.23553705,23.320063
6135277093,0.041272342,-0.1045173,-4.944374,3.51411,8.995347,0.23633231,23.320063
6135278132,0.041226014,-0.10443154,-4.944132,3.5169857,8.9975195,0.23741993,23.320063
6135279065,0.041225176,-0.10459152,-4.944124,3.5178928,8.999188,0.23680367,23.320063
6135280111,0.04114531,-0.10471233,-4.943856,3.5191693,9.000562,0.2377319,23.320063
6135281071,0.04107093,-0.10474888,-4.943708,3.5200868,9.00144,0.2363281,23.320063
6135282157,0.040997118,-0.10486872,-4.9438252,3.520297,9.001218,0.23546545,23.320063
6135283168,0.040855475,-0.104950905,-4.943595,3.5214071,9.000609,0.23470001,23.320063
6135284125,0.04069251,-0.104943074,-4.9435606,3.5230818,8.9992485,0.2341166,23.320063
6135285142,0.040563207,-0.10501839,-4.94358,3.5244477,8.995333,0.23260474,23.320063
6135286183,0.04042139,-0.105063066,-4.9435663,3.5262706,8.99086,0.23227419,23.320063
6135287194,0.04029607,-0.10520674,-4.9436245,3.5274758,8.985754,0.23268355,23.320063
6135288221,0.040118445,-0.10527209,-4.9432945,3.5291772,8.978336,0.23198628,23.320063
6135289126,0.039820828,-0.1054122,-4.94354,3.5310118,8.97102,0.23137766,23.320063
6135290166,0.03962965,-0.10546011,-4.94399,3.533716,8.962891,0.2303017,23.320063
6135291140,0.039429013,-0.105571754,-4.9437504,3.5358799,8.954087,0.22990733,23.320063
6135292182,0.039125346,-0.105818175,-4.9436855,3.538056,8.945495,0.22962849,23.320063
6135293216,0.038885266,-0.105897345,-4.943904,3.542297,8.935534,0.2287849,23.320063
6135294226,0.0386227,-0.10614349,-4.9438405,3.545589,8.924454,0.22834784,23.320063
6135295269,0.038257666,-0.10643983,-4.943778,3.5484805,8.914674,0.22790648,23.320063
6135296318,0.038001794,-0.106630184,-4.943534,3.551114,8.904274,0.22896926,23.322142
6135297215,0.037818585,-0.106843606,-4.943523,3.554876,8.894885,0.22842984,23.322142
6135298253,0.037501685,-0.10697669,-4.9437065,3.558828,8.885335,0.22707637,23.322142
6135299172,0.03723619,-0.10709904,-4.9434133,3.5635924,8.876033,0.2259976,23.322142
6135300242,0.037021216,-0.107262865,-4.9433856,3.5677645,8.867732,0.22634657,23.322142
6135301224,0.036689714,-0.10740011,-4.9436526,3.572021,8.861238,0.2260556,23.322142
6135302196,0.036478024,-0.107395574,-4.9437823,3.5758944,8.855179,0.226134,23.322142
6135303288,0.03626773,-0.10758509,-4.943617,3.5785518,8.849567,0.22613622,23.322142
6135304202,0.03620179,-0.107601166,-4.943657,3.581941,8.844714,0.22588341,23.322142
6135305227,0.036062483,-0.107654296,-4.9438195,3.5839922,8.841064,0.2252298,23.322142
6135306232,0.03601775,-0.107763715,-4.9437466,3.5868113,8.83974,0.22451395,23.322142
6135307231,0.035974823,-0.107919335,-4.9432225,3.5883024,8.838326,0.22376388,23.322142
6135308231,0.03605807,-0.107984796,-4.9431233,3.5896773,8.837716,0.2229934,23.322142
6135309232,0.035990465,-0.10799215,-4.9431562,3.590909,8.839507,0.22293267,23.322142
6135310240,0.036164477,-0.10797827,-4.943067,3.5915594,8.840631,0.22135185,23.322142
6135311228,0.036254313,-0.10799312,-4.94338,3.592518,8.843718,0.22208685,23.322142
6135312296,0.036383923,-0.10794083,-4.9433646,3.594394,8.847193,0.22227867,23.322142
6135313242,0.03655932,-0.107966274,-4.943531,3.5944843,8.851556,0.2226746,23.322142
